Country,Sector,Year,Gas,Sample group,Break type,Coefficient,Target p-value,Standard Error,T-stat,P-value
Ireland,Indirect N20 - nitrogen,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.312,0.050,0.027,-11.624,0.000
Ireland,Indirect N20 - nitrogen,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.322,0.010,0.028,-11.515,0.000
Ireland,Indirect N20 - nitrogen,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.298,0.001,0.034,-8.796,0.000
Ireland,Indirect N20 - nitrogen,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.269,0.050,0.025,-10.757,0.000
Ireland,Indirect N20 - nitrogen,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.269,0.010,0.026,-10.277,0.000
Ireland,Indirect N20 - nitrogen,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.258,0.001,0.028,-9.096,0.000
Ireland,Indirect N20 - nitrogen,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.087,0.050,0.020,-4.256,0.000
Ireland,Indirect N20 - nitrogen,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.083,0.010,0.023,-3.557,0.000
Ireland,Indirect N20 - nitrogen,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.141,0.001,0.024,-5.870,0.000
Ireland,Indirect N20 - nitrogen,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.285,0.001,0.039,-7.365,0.000
Ireland,Indirect N20 - nitrogen,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.098,0.050,0.028,-3.550,0.000
Ireland,Indirect N20 - nitrogen,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.120,0.010,0.029,-4.145,0.000
Ireland,Indirect N2O  - managed soils,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.097,0.050,0.024,-3.967,0.000
Ireland,Indirect N2O  - managed soils,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.124,0.010,0.028,-4.398,0.000
Ireland,Indirect N2O  - managed soils,2018,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.157,0.050,0.025,-6.141,0.000
Ireland,Indirect N2O  - managed soils,2018,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.192,0.001,0.033,-5.803,0.000
Ireland,Indirect N2O  - managed soils,2020,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.207,0.010,0.035,-5.858,0.000
Ireland,Indirect N2O - manure,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.077,0.050,0.013,5.766,0.000
Ireland,Indirect N2O - manure,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.078,0.010,0.014,5.365,0.000
Ireland,Indirect N2O - manure,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.054,0.050,0.015,-3.724,0.000
Ireland,Liming,2007,Carbon dioxide (CO2),EU15,negative,0.615,0.050,0.246,2.503,0.013
Ireland,Liming,2007,Carbon dioxide (CO2),EU15,negative,0.836,0.010,0.257,3.258,0.001
Ireland,Liming,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.615,0.050,0.246,2.503,0.013
Ireland,Liming,2007,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.836,0.010,0.257,3.258,0.001
Ireland,Manufacturing & construction,1999,Carbon dioxide (CO2),EU15,negative,0.099,0.050,0.037,2.649,0.008
Ireland,Manufacturing & construction,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.158,0.050,0.036,4.432,0.000
Ireland,Manufacturing & construction,2009,Carbon dioxide (CO2),OECD,negative,-0.249,0.050,0.035,-7.061,0.000
Ireland,Manufacturing & construction,2009,Carbon dioxide (CO2),OECD,negative,-0.215,0.010,0.037,-5.832,0.000
Ireland,Manufacturing & construction,2009,Carbon dioxide (CO2),OECD,negative,-0.287,0.001,0.041,-6.933,0.000
Ireland,Manufacturing & construction,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.247,0.050,0.035,-7.050,0.000
Ireland,Manufacturing & construction,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.188,0.010,0.038,-4.980,0.000
Ireland,Manufacturing & construction,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.287,0.001,0.041,-6.982,0.000
Ireland,Manufacturing & construction,2009,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.100,0.050,0.029,-3.470,0.001
Ireland,Manufacturing & construction,2010,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.124,0.050,0.037,-3.360,0.001
Ireland,Manufacturing & construction,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.122,0.050,0.036,-3.363,0.001
Ireland,Manufacturing & construction,2015,Methane (CH4),EU15,negative,-0.253,0.050,0.046,-5.517,0.000
Ireland,Manufacturing & construction,2015,Methane (CH4),EU15,negative,-0.226,0.010,0.058,-3.923,0.000
Ireland,Manufacturing & construction,2015,Methane (CH4),EU15,negative,-0.294,0.001,0.061,-4.818,0.000
Ireland,Manufacturing & construction,2019,Methane (CH4),OECD with EU15 effects,negative,-0.399,0.001,0.084,-4.763,0.000
Ireland,Manufacturing & construction,2020,Carbon dioxide (CO2),OECD,negative,-0.204,0.050,0.057,-3.593,0.000
Ireland,Manufacturing & construction,2020,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.207,0.050,0.056,-3.688,0.000
Ireland,Manufacturing & construction,2020,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.170,0.010,0.061,-2.774,0.006
Ireland,Manufacturing & construction,2020,Methane (CH4),OECD with EU15 effects,negative,-0.462,0.050,0.077,-6.017,0.000
Ireland,Manufacturing & construction,2020,Methane (CH4),OECD with EU15 effects,negative,-0.410,0.010,0.086,-4.761,0.000
Ireland,Manufacturing & construction,2020,Methane (CH4),OECD,negative,-0.377,0.050,0.073,-5.159,0.000
Ireland,Manufacturing & construction,2020,Methane (CH4),OECD,negative,-0.424,0.010,0.081,-5.243,0.000
Ireland,Manufacturing & construction,2020,Methane (CH4),EU15,negative,-0.464,0.001,0.077,-6.026,0.000
Ireland,Manure management,1998,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.059,0.050,0.015,3.828,0.000
Ireland,Manure management,1998,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.051,0.010,0.019,2.719,0.007
Ireland,Manure management,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.052,0.050,0.015,-3.570,0.000
Ireland,Manure management,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.028,0.050,0.013,2.213,0.028
Ireland,Metal industry,2002,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.782,0.050,0.118,-6.605,0.000
Ireland,Metal industry,2002,Carbon dioxide (CO2),OECD,negative,-0.894,0.050,0.110,-8.105,0.000
Ireland,Metal industry,2002,Carbon dioxide (CO2),EU15,negative,-0.205,0.050,0.054,-3.775,0.000
Ireland,Metal industry,2002,Carbon dioxide (CO2),EU15,negative,-0.240,0.010,0.063,-3.787,0.000
Ireland,Metal industry,2002,Carbon dioxide (CO2),EU15,negative,-0.294,0.001,0.070,-4.174,0.000
Ireland,Metal industry,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.675,0.050,0.142,-4.773,0.000
Ireland,Metal industry,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.781,0.050,0.130,-5.986,0.000
Ireland,Metal industry,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.188,0.050,0.058,-3.248,0.001
Ireland,Metal industry,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.271,0.010,0.066,-4.107,0.000
Ireland,Metal industry,2002,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.271,0.001,0.066,-4.107,0.000
Ireland,Non-energy fuel products,2000,Carbon dioxide (CO2),EU15,negative,0.513,0.050,0.085,6.003,0.000
Ireland,Non-energy fuel products,2000,Carbon dioxide (CO2),EU15,negative,0.486,0.010,0.093,5.222,0.000
Ireland,Non-energy fuel products,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.513,0.050,0.085,6.003,0.000
Ireland,Non-energy fuel products,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.486,0.010,0.093,5.222,0.000
Ireland,Non-energy fuel products,2001,Carbon dioxide (CO2),OECD,negative,-0.107,0.050,0.044,-2.414,0.016
Ireland,Non-energy fuel products,2001,Carbon dioxide (CO2),EU15,negative,-0.677,0.050,0.086,-7.834,0.000
Ireland,Non-energy fuel products,2001,Carbon dioxide (CO2),EU15,negative,-0.664,0.010,0.094,-7.059,0.000
Ireland,Non-energy fuel products,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.107,0.050,0.044,-2.414,0.016
Ireland,Non-energy fuel products,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.677,0.050,0.086,-7.834,0.000
Ireland,Non-energy fuel products,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.664,0.010,0.094,-7.059,0.000
Ireland,Non-energy fuel products,2005,Carbon dioxide (CO2),EU15,negative,0.274,0.050,0.046,5.958,0.000
Ireland,Non-energy fuel products,2005,Carbon dioxide (CO2),EU15,negative,0.276,0.010,0.050,5.479,0.000
Ireland,Non-energy fuel products,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.274,0.050,0.046,5.958,0.000
Ireland,Non-energy fuel products,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.276,0.010,0.050,5.479,0.000
Ireland,Non-energy fuel products,2017,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.196,0.050,0.049,3.981,0.000
Ireland,Non-energy fuel products,2017,Carbon dioxide (CO2),EU15,negative,0.295,0.050,0.054,5.445,0.000
Ireland,Non-energy fuel products,2017,Carbon dioxide (CO2),EU15,negative,0.244,0.010,0.056,4.327,0.000
Ireland,Non-energy fuel products,2017,Carbon dioxide (CO2),EU15,negative,0.315,0.001,0.064,4.957,0.000
Ireland,Non-energy fuel products,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.196,0.050,0.049,3.981,0.000
Ireland,Non-energy fuel products,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.295,0.050,0.054,5.445,0.000
Ireland,Non-energy fuel products,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.244,0.010,0.056,4.327,0.000
Ireland,Non-energy fuel products,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.315,0.001,0.064,4.957,0.000
Ireland,Non-specified,2015,Methane (CH4),EU15,negative,1.271,0.050,0.436,2.918,0.004
Ireland,Oil and natural gas,1998,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.476,0.050,0.158,-3.012,0.003
Ireland,Oil and natural gas,1998,Methane (CH4),EU15,negative,-0.497,0.050,0.151,-3.292,0.001
Ireland,Oil and natural gas,1998,Methane (CH4),EU15,negative,-0.494,0.010,0.159,-3.109,0.002
Ireland,Oil and natural gas,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.547,0.050,0.145,3.770,0.000
Ireland,Oil and natural gas,2000,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.281,0.010,0.092,3.070,0.002
Ireland,Oil and natural gas,2000,Methane (CH4),EU15,negative,0.605,0.050,0.137,4.407,0.000
Ireland,Oil and natural gas,2000,Methane (CH4),EU15,negative,0.581,0.010,0.144,4.025,0.000
Ireland,Oil and natural gas,2019,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.696,0.050,0.322,2.163,0.031
Ireland,Other product manufacture,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.210,0.050,0.046,-4.585,0.000
Ireland,Other product manufacture,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.098,0.050,0.036,-2.717,0.007
Ireland,Other product manufacture,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.249,0.050,0.053,-4.717,0.000
Ireland,Other product manufacture,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.286,0.010,0.059,-4.822,0.000
Ireland,Other product manufacture,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.476,0.001,0.070,-6.830,0.000
Ireland,Other product manufacture,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.323,0.050,0.057,-5.690,0.000
Ireland,Other product manufacture,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.504,0.010,0.061,-8.237,0.000
Ireland,Other product manufacture,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.497,0.001,0.070,-7.093,0.000
Ireland,Other product manufacture,2020,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.315,0.010,0.079,-3.969,0.000
Ireland,Other product manufacture,2020,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.444,0.001,0.095,-4.664,0.000
Ireland,Other product manufacture,2020,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.388,0.001,0.097,-3.978,0.000
Ireland,Other transportation,2005,Carbon dioxide (CO2),OECD with EU15 effects,positive,15.135,0.010,0.450,33.622,0.000
Ireland,Other transportation,2005,Carbon dioxide (CO2),OECD with EU15 effects,positive,14.870,0.001,0.512,29.050,0.000
Ireland,Other transportation,2005,Carbon dioxide (CO2),OECD,negative,15.851,0.010,0.421,37.691,0.000
Ireland,Other transportation,2005,Carbon dioxide (CO2),OECD,negative,15.581,0.001,0.476,32.747,0.000
Ireland,Other transportation,2005,Carbon dioxide (CO2),EU15,negative,15.038,0.001,0.477,31.497,0.000
Ireland,Other transportation,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,15.137,0.010,0.450,33.627,0.000
Ireland,Other transportation,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,14.871,0.001,0.512,29.053,0.000
Ireland,Other transportation,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,15.851,0.010,0.421,37.696,0.000
Ireland,Other transportation,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,positive,15.581,0.001,0.476,32.750,0.000
Ireland,Other transportation,2005,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,15.038,0.001,0.477,31.509,0.000
Ireland,Other transportation,2005,Methane (CH4),OECD with EU15 effects,positive,4.299,0.050,0.233,18.446,0.000
Ireland,Other transportation,2005,Methane (CH4),OECD with EU15 effects,positive,4.317,0.010,0.255,16.953,0.000
Ireland,Other transportation,2005,Methane (CH4),OECD with EU15 effects,positive,4.675,0.001,0.274,17.061,0.000
Ireland,Other transportation,2005,Methane (CH4),OECD,negative,4.564,0.050,0.239,19.063,0.000
Ireland,Other transportation,2005,Methane (CH4),OECD,negative,4.618,0.010,0.253,18.259,0.000
Ireland,Other transportation,2005,Methane (CH4),OECD,negative,4.928,0.001,0.265,18.582,0.000
Ireland,Other transportation,2005,Methane (CH4),EU15,negative,4.718,0.010,0.323,14.618,0.000
Ireland,Other transportation,2005,Methane (CH4),EU15,negative,5.157,0.001,0.371,13.911,0.000
Ireland,Other transportation,2016,Methane (CH4),EU15,negative,2.674,0.050,0.402,6.656,0.000
Ireland,Other transportation,2016,Methane (CH4),EU15,negative,2.858,0.010,0.438,6.526,0.000
Ireland,Other transportation,2017,Methane (CH4),OECD,negative,1.144,0.050,0.295,3.877,0.000
Ireland,Other transportation,2017,Methane (CH4),OECD,negative,1.251,0.010,0.311,4.016,0.000
Ireland,Petroleum refining,1999,Methane (CH4),EU15,negative,0.287,0.050,0.073,3.928,0.000
Ireland,Petroleum refining,1999,Methane (CH4),EU15,negative,0.245,0.010,0.084,2.932,0.004
Ireland,Petroleum refining,2001,Carbon dioxide (CO2),EU15,negative,0.376,0.050,0.046,8.133,0.000
Ireland,Petroleum refining,2001,Carbon dioxide (CO2),EU15,negative,0.443,0.010,0.047,9.421,0.000
Ireland,Petroleum refining,2001,Carbon dioxide (CO2),EU15,negative,0.426,0.001,0.056,7.581,0.000
Ireland,Petroleum refining,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.377,0.050,0.046,8.139,0.000
Ireland,Petroleum refining,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.443,0.010,0.047,9.429,0.000
Ireland,Petroleum refining,2001,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.429,0.001,0.056,7.606,0.000
Ireland,Petroleum refining,2005,Methane (CH4),OECD with EU15 effects,positive,0.648,0.050,0.095,6.794,0.000
Ireland,Petroleum refining,2005,Methane (CH4),OECD,negative,0.653,0.050,0.093,7.023,0.000
Ireland,Petroleum refining,2006,Methane (CH4),EU15,negative,0.455,0.050,0.086,5.266,0.000
Ireland,Petroleum refining,2006,Methane (CH4),EU15,negative,0.251,0.010,0.066,3.801,0.000
Ireland,Petroleum refining,2006,Methane (CH4),EU15,negative,0.395,0.001,0.060,6.623,0.000
Ireland,Petroleum refining,2008,Methane (CH4),EU15,negative,-0.548,0.050,0.095,-5.742,0.000
Ireland,Petroleum refining,2011,Methane (CH4),EU15,negative,0.430,0.050,0.085,5.083,0.000
Ireland,Petroleum refining,2013,Carbon dioxide (CO2),EU15,negative,-0.164,0.050,0.046,-3.597,0.000
Ireland,Petroleum refining,2013,Carbon dioxide (CO2),EU15,negative,-0.209,0.010,0.046,-4.517,0.000
Ireland,Petroleum refining,2013,Carbon dioxide (CO2),EU15,negative,-0.240,0.001,0.055,-4.365,0.000
Ireland,Petroleum refining,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.164,0.050,0.046,-3.590,0.000
Ireland,Petroleum refining,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.208,0.010,0.046,-4.512,0.000
Ireland,Petroleum refining,2013,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.239,0.001,0.055,-4.336,0.000
Ireland,Petroleum refining,2014,Methane (CH4),EU15,negative,-0.224,0.050,0.084,-2.658,0.008
Ireland,Residential,2014,Methane (CH4),EU15,negative,-0.125,0.050,0.059,-2.101,0.036
Ireland,Road transport,1998,Carbon dioxide (CO2),OECD with EU15 effects,positive,0.191,0.050,0.029,6.704,0.000
Ireland,Road transport,1998,Carbon dioxide (CO2),EU15,negative,0.154,0.010,0.031,5.007,0.000
Ireland,Road transport,1998,Carbon dioxide (CO2),EU15,negative,0.159,0.001,0.032,4.923,0.000
Ireland,Road transport,1998,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,positive,0.194,0.050,0.029,6.798,0.000
Ireland,Road transport,1998,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.152,0.010,0.031,4.966,0.000
Ireland,Road transport,1998,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.157,0.001,0.032,4.877,0.000
Ireland,Road transport,2005,Methane (CH4),EU15,negative,0.170,0.050,0.044,3.834,0.000
Ireland,Road transport,2006,Carbon dioxide (CO2),EU15,negative,0.068,0.050,0.022,3.087,0.002
Ireland,Road transport,2006,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,positive,0.067,0.050,0.022,3.046,0.003
Ireland,Road transport,2010,Carbon dioxide (CO2),EU15,negative,-0.123,0.050,0.021,-5.890,0.000
Ireland,Road transport,2010,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.124,0.050,0.021,-5.942,0.000
Ireland,Road transport,2010,Methane (CH4),OECD,negative,-0.406,0.050,0.051,-7.996,0.000
Ireland,Road transport,2010,Methane (CH4),OECD,negative,-0.489,0.010,0.050,-9.721,0.000
Ireland,Road transport,2010,Methane (CH4),OECD,negative,-0.673,0.001,0.052,-12.831,0.000
Ireland,Road transport,2011,Carbon dioxide (CO2),EU15,negative,-0.080,0.010,0.022,-3.597,0.000
Ireland,Road transport,2011,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.081,0.010,0.022,-3.670,0.000
Ireland,Road transport,2011,Methane (CH4),OECD with EU15 effects,negative,-0.409,0.050,0.047,-8.703,0.000
Ireland,Road transport,2011,Methane (CH4),OECD with EU15 effects,negative,-0.419,0.010,0.051,-8.143,0.000
Ireland,Road transport,2011,Methane (CH4),OECD with EU15 effects,negative,-0.551,0.001,0.052,-10.664,0.000
Ireland,Road transport,2011,Methane (CH4),EU15,negative,-0.330,0.050,0.046,-7.166,0.000
Ireland,Road transport,2013,Methane (CH4),EU15,negative,-0.305,0.010,0.057,-5.325,0.000
Ireland,Road transport,2013,Methane (CH4),EU15,negative,-0.431,0.001,0.050,-8.630,0.000
Ireland,Road transport,2014,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.135,0.001,0.030,-4.547,0.000
Ireland,Road transport,2014,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.136,0.001,0.030,-4.579,0.000
Ireland,Road transport,2015,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.213,0.050,0.025,-8.672,0.000
Ireland,Road transport,2015,Carbon dioxide (CO2),OECD with EU15 effects,negative,-0.214,0.010,0.028,-7.753,0.000
Ireland,Road transport,2015,Carbon dioxide (CO2),OECD,negative,-0.273,0.001,0.029,-9.550,0.000
Ireland,Road transport,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.207,0.050,0.024,-8.466,0.000
Ireland,Road transport,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD with EU15 effects,negative,-0.196,0.010,0.028,-7.055,0.000
Ireland,Road transport,2015,"Combined GHGs (CO2, CH4, N2O, f-gases)",OECD,negative,-0.274,0.001,0.029,-9.511,0.000
Ireland,Road transport,2015,Methane (CH4),EU15,negative,-0.374,0.050,0.057,-6.513,0.000
Ireland,Road transport,2015,Methane (CH4),EU15,negative,-0.365,0.010,0.069,-5.277,0.000
Ireland,Road transport,2017,Carbon dioxide (CO2),EU15,negative,-0.100,0.050,0.025,-4.001,0.000
Ireland,Road transport,2017,Carbon dioxide (CO2),EU15,negative,-0.165,0.010,0.030,-5.509,0.000
Ireland,Road transport,2017,Carbon dioxide (CO2),EU15,negative,-0.205,0.001,0.030,-6.857,0.000
Ireland,Road transport,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.102,0.050,0.025,-4.065,0.000
Ireland,Road transport,2017,"Combined GHGs (CO2, CH4, N2O, f-gases)",EU15,negative,-0.166,0.010,0.030,-5.558,0.000
