gas,sample,sector,target p-value,country,year,coef,std.error,t-stat,p-value,break direction
co2,OECD,Incineration of waste,0.05,Portugal,2017,1.060,0.163,6.492,0.000,positive
co2,OECD,Incineration of waste,0.05,Slovenia,1999,1.988,0.199,9.991,0.000,positive
co2,OECD,Incineration of waste,0.05,Slovenia,2013,1.872,0.146,12.857,0.000,positive
co2,OECD,Incineration of waste,0.05,Sweden,2003,1.639,0.146,11.247,0.000,positive
co2,OECD,Incineration of waste,0.05,Turkiye,2013,-2.699,0.167,-16.144,0.000,negative
co2,OECD,Incineration of waste,0.01,Austria,2009,-1.591,0.149,-10.652,0.000,negative
co2,OECD,Incineration of waste,0.01,Belgium,2001,-0.707,0.253,-2.792,0.005,negative
co2,OECD,Incineration of waste,0.01,Belgium,2005,-2.362,0.217,-10.869,0.000,negative
co2,OECD,Incineration of waste,0.01,Greece,2003,2.033,0.224,9.075,0.000,positive
co2,OECD,Incineration of waste,0.01,Greece,2008,0.935,0.209,4.467,0.000,positive
co2,OECD,Incineration of waste,0.01,Lithuania,2011,1.005,0.182,5.526,0.000,positive
co2,OECD,Incineration of waste,0.01,Mexico,2013,1.825,0.159,11.494,0.000,positive
co2,OECD,Incineration of waste,0.01,Netherlands,2020,-3.414,0.240,-14.213,0.000,negative
co2,OECD,Incineration of waste,0.01,Poland,2012,0.859,0.166,5.169,0.000,positive
co2,OECD,Incineration of waste,0.01,Slovenia,1999,1.929,0.225,8.579,0.000,positive
co2,OECD,Incineration of waste,0.01,Slovenia,2013,1.750,0.165,10.630,0.000,positive
co2,OECD,Incineration of waste,0.01,Sweden,2003,1.614,0.165,9.799,0.000,positive
co2,OECD,Incineration of waste,0.01,Turkiye,2013,-2.999,0.173,-17.370,0.000,negative
co2,OECD,Incineration of waste,0.001,Austria,2009,-1.647,0.167,-9.887,0.000,negative
co2,OECD,Incineration of waste,0.001,Belgium,2005,-2.851,0.174,-16.423,0.000,negative
co2,OECD,Incineration of waste,0.001,Greece,2003,1.932,0.250,7.734,0.000,positive
co2,OECD,Incineration of waste,0.001,Greece,2008,0.963,0.234,4.124,0.000,positive
co2,OECD,Incineration of waste,0.001,Lithuania,2011,0.722,0.199,3.628,0.000,positive
co2,OECD,Incineration of waste,0.001,Mexico,2013,1.828,0.177,10.326,0.000,positive
co2,OECD,Incineration of waste,0.001,Netherlands,2020,-3.448,0.268,-12.869,0.000,negative
co2,OECD,Incineration of waste,0.001,Slovenia,2013,2.101,0.176,11.913,0.000,positive
co2,OECD,Incineration of waste,0.001,Turkiye,2013,-3.115,0.191,-16.311,0.000,negative
co2,OECD,Lime production,0.05,Estonia,2003,0.917,0.157,5.842,0.000,positive
co2,OECD,Lime production,0.05,"Korea,Rep",2009,1.384,0.146,9.462,0.000,positive
co2,OECD,Lime production,0.05,Latvia,2012,12.870,0.391,32.905,0.000,positive
co2,OECD,Lime production,0.05,Slovenia,2001,2.059,0.160,12.889,0.000,positive
co2,OECD,Lime production,0.01,"Korea,Rep",2009,1.493,0.161,9.276,0.000,positive
co2,OECD,Lime production,0.01,Latvia,2012,12.830,0.431,29.743,0.000,positive
co2,OECD,Lime production,0.001,"Korea,Rep",2009,1.493,0.161,9.276,0.000,positive
co2,OECD,Lime production,0.001,Latvia,2012,12.830,0.431,29.743,0.000,positive
co2,OECD,Liming,0.05,CostaRica,2005,0.692,0.187,3.708,0.000,positive
co2,OECD,Liming,0.05,Czechia,2011,-0.632,0.163,-3.873,0.000,negative
co2,OECD,Liming,0.05,Germany,1996,1.800,0.436,4.134,0.000,positive
co2,OECD,Liming,0.05,Hungary,2011,-0.967,0.205,-4.726,0.000,negative
co2,OECD,Liming,0.05,Hungary,2017,-0.846,0.244,-3.471,0.001,negative
co2,OECD,Liming,0.05,Ireland,2006,1.276,0.170,7.494,0.000,positive
co2,OECD,Liming,0.05,Iceland,2016,12.166,0.436,27.896,0.000,positive
co2,OECD,Liming,0.05,"Korea,Rep",2006,-0.739,0.180,-4.106,0.000,negative
co2,OECD,Liming,0.05,Latvia,2011,0.564,0.186,3.036,0.002,positive
co2,OECD,Liming,0.05,NewZealand,2017,0.957,0.199,4.801,0.000,positive
co2,OECD,Liming,0.05,SlovakRepublic,2011,-1.338,0.169,-7.928,0.000,negative
co2,OECD,Liming,0.05,Slovenia,1999,0.857,0.233,3.680,0.000,positive
co2,OECD,Liming,0.01,Germany,1996,1.979,0.456,4.338,0.000,positive
co2,OECD,Liming,0.01,Hungary,2011,-0.879,0.214,-4.106,0.000,negative
co2,OECD,Liming,0.01,Hungary,2017,-0.838,0.256,-3.278,0.001,negative
co2,OECD,Liming,0.01,Iceland,2016,12.019,0.457,26.314,0.000,positive
co2,OECD,Liming,0.01,Iceland,2017,-12.336,0.478,-25.834,0.000,negative
co2,OECD,Liming,0.01,"Korea,Rep",2004,-0.567,0.195,-2.911,0.004,negative
co2,OECD,Liming,0.01,Latvia,2011,0.711,0.194,3.674,0.000,positive
co2,OECD,Liming,0.01,SlovakRepublic,2011,-1.364,0.176,-7.743,0.000,negative
co2,OECD,Liming,0.01,Slovenia,1999,0.779,0.243,3.202,0.001,positive
co2,OECD,Liming,0.001,Germany,1996,2.022,0.474,4.268,0.000,positive
co2,OECD,Liming,0.001,Hungary,2011,-1.160,0.180,-6.437,0.000,negative
co2,OECD,Liming,0.001,Iceland,2016,12.028,0.474,25.369,0.000,positive
co2,OECD,Liming,0.001,Iceland,2017,-12.363,0.496,-24.936,0.000,negative
co2,OECD,Liming,0.001,Latvia,2011,0.985,0.198,4.966,0.000,positive
co2,OECD,Liming,0.001,Slovenia,1999,0.867,0.252,3.432,0.001,positive
co2,OECD,Manufacturing & construction,0.05,Austria,2003,0.328,0.036,9.233,0.000,positive
co2,OECD,Manufacturing & construction,0.05,Chile,2009,0.199,0.045,4.458,0.000,positive
co2,OECD,Manufacturing & construction,0.05,Chile,2014,0.148,0.047,3.142,0.002,positive
co2,OECD,Manufacturing & construction,0.05,CostaRica,2007,0.259,0.042,6.149,0.000,positive
co2,OECD,Manufacturing & construction,0.05,Czechia,2010,-0.319,0.032,-9.861,0.000,negative
co2,OECD,Manufacturing & construction,0.05,Germany,2008,0.261,0.034,7.780,0.000,positive
co2,OECD,Manufacturing & construction,0.05,Estonia,1999,-0.298,0.049,-6.054,0.000,negative
co2,OECD,Manufacturing & construction,0.05,Estonia,2020,-0.452,0.063,-7.168,0.000,negative
co2,OECD,Manufacturing & construction,0.05,UnitedKingdom,2011,-0.302,0.033,-9.242,0.000,negative
co2,OECD,Manufacturing & construction,0.05,Hungary,2015,0.368,0.036,10.180,0.000,positive
co2,OECD,Manufacturing & construction,0.05,Ireland,2009,-0.252,0.036,-7.068,0.000,negative
co2,OECD,Manufacturing & construction,0.05,Ireland,2020,-0.148,0.057,-2.594,0.010,negative
co2,OECD,Manufacturing & construction,0.05,Iceland,2000,0.313,0.050,6.250,0.000,positive
co2,OECD,Manufacturing & construction,0.05,Iceland,2008,-0.206,0.044,-4.742,0.000,negative
co2,OECD,Manufacturing & construction,0.05,Israel,1997,-0.489,0.071,-6.875,0.000,negative
co2,OECD,Manufacturing & construction,0.05,Israel,2011,-0.340,0.093,-3.654,0.000,negative
co2,OECD,Manufacturing & construction,0.05,Italy,2009,-0.193,0.033,-5.756,0.000,negative
co2,OECD,Manufacturing & construction,0.05,Japan,2009,0.217,0.033,6.550,0.000,positive
co2,OECD,Manufacturing & construction,0.05,"Korea,Rep",2004,-0.208,0.039,-5.406,0.000,negative
co2,OECD,Manufacturing & construction,0.05,Lithuania,2005,0.318,0.039,8.247,0.000,positive
co2,OECD,Manufacturing & construction,0.05,Luxembourg,2011,-0.204,0.040,-5.141,0.000,negative
co2,OECD,Manufacturing & construction,0.05,Mexico,2005,0.251,0.034,7.315,0.000,positive
co2,OECD,Manufacturing & construction,0.05,Norway,2010,0.287,0.033,8.733,0.000,positive
co2,OECD,Manufacturing & construction,0.05,NewZealand,2013,0.231,0.035,6.565,0.000,positive
co2,OECD,Manufacturing & construction,0.05,Poland,1999,-0.420,0.051,-8.242,0.000,negative
co2,OECD,Manufacturing & construction,0.05,Poland,2008,-0.172,0.038,-4.524,0.000,negative
co2,OECD,Manufacturing & construction,0.05,Slovenia,2000,0.256,0.043,5.886,0.000,positive
co2,OECD,Manufacturing & construction,0.05,Slovenia,2018,0.139,0.043,3.222,0.001,positive
co2,OECD,Manufacturing & construction,0.05,Sweden,2006,-0.253,0.046,-5.559,0.000,negative
co2,OECD,Manufacturing & construction,0.05,Sweden,2011,-0.166,0.045,-3.677,0.000,negative
co2,OECD,Manufacturing & construction,0.01,Austria,2003,0.328,0.039,8.359,0.000,positive
co2,OECD,Manufacturing & construction,0.01,Chile,2009,0.213,0.049,4.327,0.000,positive
co2,OECD,Manufacturing & construction,0.01,Chile,2014,0.148,0.052,2.835,0.005,positive
co2,OECD,Manufacturing & construction,0.01,CostaRica,1999,0.275,0.058,4.721,0.000,positive
co2,OECD,Manufacturing & construction,0.01,CostaRica,2007,0.322,0.044,7.392,0.000,positive
co2,OECD,Manufacturing & construction,0.01,Czechia,2010,-0.315,0.036,-8.822,0.000,negative
co2,OECD,Manufacturing & construction,0.01,Germany,2008,0.254,0.037,6.909,0.000,positive
co2,OECD,Manufacturing & construction,0.01,Estonia,2020,-0.484,0.070,-6.964,0.000,negative
co2,OECD,Manufacturing & construction,0.01,UnitedKingdom,2011,-0.307,0.036,-8.514,0.000,negative
co2,OECD,Manufacturing & construction,0.01,Hungary,2015,0.368,0.040,9.217,0.000,positive
co2,OECD,Manufacturing & construction,0.01,Ireland,2009,-0.268,0.037,-7.177,0.000,negative
co2,OECD,Manufacturing & construction,0.01,Israel,1997,-0.667,0.076,-8.737,0.000,negative
co2,OECD,Manufacturing & construction,0.01,Israel,2003,-0.493,0.057,-8.670,0.000,negative
co2,OECD,Manufacturing & construction,0.01,Israel,2008,0.779,0.078,9.981,0.000,positive
co2,OECD,Manufacturing & construction,0.01,Israel,2011,-0.641,0.093,-6.878,0.000,negative
co2,OECD,Manufacturing & construction,0.01,"Korea,Rep",2004,-0.213,0.042,-5.074,0.000,negative
co2,OECD,Manufacturing & construction,0.01,Lithuania,2005,0.334,0.042,7.913,0.000,positive
co2,OECD,Manufacturing & construction,0.01,Luxembourg,1998,-0.577,0.061,-9.485,0.000,negative
co2,OECD,Manufacturing & construction,0.01,Luxembourg,2011,-0.185,0.043,-4.359,0.000,negative
co2,OECD,Manufacturing & construction,0.01,Mexico,2005,0.254,0.038,6.703,0.000,positive
co2,OECD,Manufacturing & construction,0.01,Norway,2010,0.291,0.036,8.061,0.000,positive
co2,OECD,Manufacturing & construction,0.01,NewZealand,2013,0.241,0.038,6.269,0.000,positive
co2,OECD,Manufacturing & construction,0.01,Poland,1999,-0.417,0.056,-7.409,0.000,negative
co2,OECD,Manufacturing & construction,0.01,Poland,2008,-0.172,0.042,-4.104,0.000,negative
co2,OECD,Manufacturing & construction,0.01,Slovenia,2000,0.301,0.047,6.437,0.000,positive
co2,OECD,Manufacturing & construction,0.01,Sweden,2006,-0.253,0.047,-5.326,0.000,negative
co2,OECD,Manufacturing & construction,0.01,Sweden,2012,-0.178,0.047,-3.751,0.000,negative
co2,OECD,Manufacturing & construction,0.001,Austria,2003,0.306,0.044,6.958,0.000,positive
co2,OECD,Manufacturing & construction,0.001,Chile,2009,0.289,0.041,7.110,0.000,positive
co2,OECD,Manufacturing & construction,0.001,CostaRica,2003,0.430,0.048,9.039,0.000,positive
co2,OECD,Manufacturing & construction,0.001,Czechia,2010,-0.331,0.040,-8.294,0.000,negative
co2,OECD,Manufacturing & construction,0.001,Estonia,2020,-0.608,0.065,-9.327,0.000,negative
co2,OECD,Manufacturing & construction,0.001,UnitedKingdom,2011,-0.327,0.040,-8.091,0.000,negative
co2,OECD,Manufacturing & construction,0.001,Hungary,2015,0.354,0.045,7.952,0.000,positive
co2,OECD,Manufacturing & construction,0.001,Ireland,2009,-0.287,0.041,-6.945,0.000,negative
co2,OECD,Manufacturing & construction,0.001,Israel,1997,-0.682,0.086,-7.975,0.000,negative
co2,OECD,Manufacturing & construction,0.001,Israel,2003,-0.503,0.064,-7.910,0.000,negative
co2,OECD,Manufacturing & construction,0.001,Israel,2008,0.767,0.087,8.761,0.000,positive
co2,OECD,Manufacturing & construction,0.001,Israel,2011,-0.637,0.105,-6.092,0.000,negative
co2,OECD,Manufacturing & construction,0.001,"Korea,Rep",2004,-0.221,0.046,-4.800,0.000,negative
co2,OECD,Manufacturing & construction,0.001,Lithuania,2005,0.326,0.047,7.012,0.000,positive
co2,OECD,Manufacturing & construction,0.001,Luxembourg,1998,-0.700,0.066,-10.526,0.000,negative
co2,OECD,Manufacturing & construction,0.001,Norway,2010,0.267,0.040,6.643,0.000,positive
co2,OECD,Manufacturing & construction,0.001,Poland,2000,-0.494,0.053,-9.236,0.000,negative
co2,OECD,Manufacturing & construction,0.001,Sweden,2006,-0.268,0.053,-5.034,0.000,negative
co2,OECD,Manufacturing & construction,0.001,Sweden,2012,-0.188,0.053,-3.539,0.000,negative
co2,OECD,Metal industry,0.05,Ireland,2002,-0.981,0.111,-8.875,0.000,negative
co2,OECD,Metal industry,0.05,"Korea,Rep",2014,0.716,0.105,6.837,0.000,positive
co2,OECD,Metal industry,0.05,Luxembourg,2010,-0.766,0.100,-7.629,0.000,negative
co2,OECD,Metal industry,0.01,Estonia,2004,3.407,0.110,30.857,0.000,positive
co2,OECD,Metal industry,0.01,Ireland,2002,-1.004,0.113,-8.910,0.000,negative
co2,OECD,Metal industry,0.01,Luxembourg,2010,-0.722,0.102,-7.066,0.000,negative
co2,OECD,Metal industry,0.001,Estonia,2004,3.446,0.115,30.039,0.000,positive
co2,OECD,Metal industry,0.001,Luxembourg,2010,-0.664,0.106,-6.259,0.000,negative
co2,OECD,Non-energy fuel products,0.05,Belgium,2002,0.114,0.039,2.957,0.003,positive
co2,OECD,Non-energy fuel products,0.05,Switzerland,2009,0.358,0.033,10.883,0.000,positive
co2,OECD,Non-energy fuel products,0.05,Colombia,2000,0.204,0.067,3.063,0.002,positive
co2,OECD,Non-energy fuel products,0.05,Colombia,2009,0.173,0.038,4.590,0.000,positive
co2,OECD,Non-energy fuel products,0.05,CostaRica,2002,0.447,0.072,6.248,0.000,positive
co2,OECD,Non-energy fuel products,0.05,CostaRica,2004,-0.488,0.085,-5.733,0.000,negative
co2,OECD,Non-energy fuel products,0.05,CostaRica,2008,0.265,0.067,3.979,0.000,positive
co2,OECD,Non-energy fuel products,0.05,CostaRica,2018,0.185,0.047,3.921,0.000,positive
co2,OECD,Non-energy fuel products,0.05,Czechia,2002,-0.198,0.040,-4.919,0.000,negative
co2,OECD,Non-energy fuel products,0.05,Czechia,2016,-0.209,0.048,-4.321,0.000,negative
co2,OECD,Non-energy fuel products,0.05,Czechia,2020,-0.171,0.065,-2.639,0.008,negative
co2,OECD,Non-energy fuel products,0.05,Germany,2006,0.177,0.035,5.035,0.000,positive
co2,OECD,Non-energy fuel products,0.05,Denmark,2010,-0.343,0.034,-10.096,0.000,negative
co2,OECD,Non-energy fuel products,0.05,Estonia,2003,-0.316,0.044,-7.123,0.000,negative
co2,OECD,Non-energy fuel products,0.05,Finland,2003,-0.213,0.036,-5.861,0.000,negative
co2,OECD,Non-energy fuel products,0.05,France,2008,-0.136,0.033,-4.099,0.000,negative
co2,OECD,Non-energy fuel products,0.05,UnitedKingdom,2005,-0.240,0.044,-5.411,0.000,negative
co2,OECD,Non-energy fuel products,0.05,UnitedKingdom,2011,-0.139,0.043,-3.244,0.001,negative
co2,OECD,Non-energy fuel products,0.05,Greece,2014,0.236,0.038,6.138,0.000,positive
co2,OECD,Non-energy fuel products,0.05,Hungary,2001,-0.293,0.055,-5.316,0.000,negative
co2,OECD,Non-energy fuel products,0.05,Hungary,2005,-0.320,0.048,-6.659,0.000,negative
co2,OECD,Non-energy fuel products,0.05,Iceland,2001,-0.222,0.048,-4.642,0.000,negative
co2,OECD,Non-energy fuel products,0.05,Iceland,2010,-0.219,0.040,-5.489,0.000,negative
co2,OECD,Non-energy fuel products,0.05,Israel,2002,0.543,0.055,9.793,0.000,positive
co2,OECD,Non-energy fuel products,0.05,Israel,2019,-0.634,0.050,-12.747,0.000,negative
co2,OECD,Non-energy fuel products,0.05,Italy,2007,0.217,0.035,6.185,0.000,positive
co2,OECD,Non-energy fuel products,0.05,"Korea,Rep",2020,0.178,0.054,3.288,0.001,positive
co2,OECD,Non-energy fuel products,0.05,Luxembourg,2009,-0.176,0.039,-4.536,0.000,negative
co2,OECD,Non-energy fuel products,0.05,Latvia,2012,0.155,0.048,3.238,0.001,positive
co2,OECD,Non-energy fuel products,0.05,Mexico,2020,0.270,0.053,5.112,0.000,positive
co2,OECD,Non-energy fuel products,0.05,Netherlands,2010,0.439,0.048,9.115,0.000,positive
co2,OECD,Non-energy fuel products,0.05,Netherlands,2015,-0.351,0.052,-6.747,0.000,negative
co2,OECD,Non-energy fuel products,0.05,Norway,2010,-0.185,0.034,-5.410,0.000,negative
co2,OECD,Non-energy fuel products,0.05,NewZealand,2009,0.402,0.036,11.051,0.000,positive
co2,OECD,Non-energy fuel products,0.05,NewZealand,2019,-0.336,0.051,-6.619,0.000,negative
co2,OECD,Non-energy fuel products,0.05,Poland,2014,0.320,0.039,8.304,0.000,positive
co2,OECD,Non-energy fuel products,0.05,Portugal,2015,0.342,0.037,9.133,0.000,positive
co2,OECD,Non-energy fuel products,0.05,Slovenia,2001,-0.231,0.089,-2.585,0.010,negative
co2,OECD,Non-energy fuel products,0.05,Slovenia,2012,0.182,0.050,3.645,0.000,positive
co2,OECD,Non-energy fuel products,0.05,Sweden,1999,0.369,0.050,7.298,0.000,positive
co2,OECD,Non-energy fuel products,0.05,Sweden,2009,-0.631,0.036,-17.451,0.000,negative
co2,OECD,Non-energy fuel products,0.05,Turkiye,2005,0.283,0.040,7.036,0.000,positive
co2,OECD,Non-energy fuel products,0.05,Turkiye,2015,-0.636,0.044,-14.584,0.000,negative
co2,OECD,Non-energy fuel products,0.05,UnitedStates,2002,-0.216,0.041,-5.212,0.000,negative
co2,OECD,Non-energy fuel products,0.01,Belgium,2002,-0.401,0.070,-5.712,0.000,negative
co2,OECD,Non-energy fuel products,0.01,Belgium,2005,0.497,0.064,7.810,0.000,positive
co2,OECD,Non-energy fuel products,0.01,Switzerland,2009,0.342,0.039,8.746,0.000,positive
co2,OECD,Non-energy fuel products,0.01,Colombia,2000,0.419,0.054,7.767,0.000,positive
co2,OECD,Non-energy fuel products,0.01,Colombia,2014,0.148,0.045,3.314,0.001,positive
co2,OECD,Non-energy fuel products,0.01,CostaRica,2002,0.532,0.083,6.374,0.000,positive
co2,OECD,Non-energy fuel products,0.01,CostaRica,2004,-0.498,0.102,-4.890,0.000,negative
co2,OECD,Non-energy fuel products,0.01,CostaRica,2008,0.269,0.080,3.376,0.001,positive
co2,OECD,Non-energy fuel products,0.01,CostaRica,2018,0.186,0.056,3.317,0.001,positive
co2,OECD,Non-energy fuel products,0.01,Czechia,2014,-0.270,0.048,-5.604,0.000,negative
co2,OECD,Non-energy fuel products,0.01,Czechia,2020,-0.215,0.072,-2.986,0.003,negative
co2,OECD,Non-energy fuel products,0.01,Denmark,2010,-0.405,0.039,-10.308,0.000,negative
co2,OECD,Non-energy fuel products,0.01,Estonia,2003,-0.336,0.049,-6.822,0.000,negative
co2,OECD,Non-energy fuel products,0.01,Finland,2005,-0.218,0.041,-5.374,0.000,negative
co2,OECD,Non-energy fuel products,0.01,UnitedKingdom,2005,-0.241,0.053,-4.561,0.000,negative
co2,OECD,Non-energy fuel products,0.01,UnitedKingdom,2011,-0.160,0.051,-3.136,0.002,negative
co2,OECD,Non-energy fuel products,0.01,Hungary,2005,-0.491,0.043,-11.384,0.000,negative
co2,OECD,Non-energy fuel products,0.01,Iceland,2001,-0.212,0.056,-3.774,0.000,negative
co2,OECD,Non-energy fuel products,0.01,Iceland,2010,-0.251,0.047,-5.348,0.000,negative
co2,OECD,Non-energy fuel products,0.01,Israel,2002,0.718,0.051,14.087,0.000,positive
co2,OECD,Non-energy fuel products,0.01,Israel,2019,-0.643,0.058,-11.078,0.000,negative
co2,OECD,Non-energy fuel products,0.01,"Korea,Rep",1997,0.565,0.077,7.344,0.000,positive
co2,OECD,Non-energy fuel products,0.01,Lithuania,2013,-0.674,0.048,-13.964,0.000,negative
co2,OECD,Non-energy fuel products,0.01,Luxembourg,2012,-0.199,0.046,-4.317,0.000,negative
co2,OECD,Non-energy fuel products,0.01,Netherlands,2010,0.464,0.053,8.802,0.000,positive
co2,OECD,Non-energy fuel products,0.01,Netherlands,2015,-0.413,0.058,-7.122,0.000,negative
co2,OECD,Non-energy fuel products,0.01,Norway,2010,-0.213,0.040,-5.270,0.000,negative
co2,OECD,Non-energy fuel products,0.01,NewZealand,2009,0.298,0.040,7.399,0.000,positive
co2,OECD,Non-energy fuel products,0.01,Poland,2014,0.339,0.045,7.574,0.000,positive
co2,OECD,Non-energy fuel products,0.01,Portugal,2015,0.285,0.044,6.498,0.000,positive
co2,OECD,Non-energy fuel products,0.01,Slovenia,2012,0.243,0.050,4.840,0.000,positive
co2,OECD,Non-energy fuel products,0.01,Sweden,1999,0.377,0.060,6.257,0.000,positive
co2,OECD,Non-energy fuel products,0.01,Sweden,2009,-0.661,0.042,-15.580,0.000,negative
co2,OECD,Non-energy fuel products,0.01,Turkiye,2005,0.324,0.048,6.771,0.000,positive
co2,OECD,Non-energy fuel products,0.01,Turkiye,2015,-0.589,0.051,-11.439,0.000,negative
co2,OECD,Non-energy fuel products,0.001,Switzerland,2009,0.361,0.047,7.688,0.000,positive
co2,OECD,Non-energy fuel products,0.001,Colombia,2000,0.505,0.062,8.161,0.000,positive
co2,OECD,Non-energy fuel products,0.001,CostaRica,2008,0.359,0.052,6.889,0.000,positive
co2,OECD,Non-energy fuel products,0.001,Czechia,2014,-0.352,0.051,-6.948,0.000,negative
co2,OECD,Non-energy fuel products,0.001,Denmark,2010,-0.388,0.047,-8.204,0.000,negative
co2,OECD,Non-energy fuel products,0.001,Estonia,2003,-0.357,0.058,-6.135,0.000,negative
co2,OECD,Non-energy fuel products,0.001,UnitedKingdom,2005,-0.349,0.049,-7.076,0.000,negative
co2,OECD,Non-energy fuel products,0.001,Hungary,2005,-0.546,0.050,-10.849,0.000,negative
co2,OECD,Non-energy fuel products,0.001,Iceland,2008,-0.268,0.052,-5.166,0.000,negative
co2,OECD,Non-energy fuel products,0.001,Israel,2002,0.808,0.058,13.973,0.000,positive
co2,OECD,Non-energy fuel products,0.001,Israel,2019,-0.617,0.070,-8.847,0.000,negative
co2,OECD,Non-energy fuel products,0.001,"Korea,Rep",1997,0.507,0.093,5.458,0.000,positive
co2,OECD,Non-energy fuel products,0.001,Lithuania,2013,-0.736,0.057,-12.830,0.000,negative
co2,OECD,Non-energy fuel products,0.001,Latvia,2007,0.805,0.056,14.335,0.000,positive
co2,OECD,Non-energy fuel products,0.001,NewZealand,2009,0.331,0.048,6.923,0.000,positive
co2,OECD,Non-energy fuel products,0.001,Poland,2014,0.285,0.054,5.321,0.000,positive
co2,OECD,Non-energy fuel products,0.001,Portugal,2015,0.290,0.053,5.490,0.000,positive
co2,OECD,Non-energy fuel products,0.001,Slovenia,1998,0.666,0.079,8.436,0.000,positive
co2,OECD,Non-energy fuel products,0.001,Slovenia,2012,0.258,0.061,4.261,0.000,positive
co2,OECD,Non-energy fuel products,0.001,Slovenia,2018,0.468,0.075,6.262,0.000,positive
co2,OECD,Non-energy fuel products,0.001,Sweden,2009,-0.546,0.047,-11.660,0.000,negative
